listing_id,comments_length,TextBlob_sentiment_score,is_key_reviewer
13913,40.125,0.426355159758032,0.45
15400,73.98837209302326,0.3932109344119732,0.20930232558139536
17402,74.38636363636364,0.40644718314093314,0.13636363636363635
24328,68.0,0.4082633622834261,0.13095238095238096
25123,59.898148148148145,0.39154929376649905,0.25
33332,67.6842105263158,0.44433898639200503,0.3157894736842105
36299,62.25,0.4375650617805478,0.13541666666666666
36660,61.374493927125506,0.4440780111668842,0.25101214574898784
38950,40.0,0.1,0.0
38995,48.2,0.42305706105541635,0.4
39387,70.77777777777777,0.3311849279835391,0.2222222222222222
40228,20.0,0.38,1.0
41311,69.04225352112677,0.3666972519046343,0.14084507042253522
41445,78.47368421052632,0.32880051577210667,0.05263157894736842
41509,52.515151515151516,0.3899562784040776,0.25757575757575757
41712,56.05714285714286,0.41094601893041366,0.2761904761904762
41870,39.5,0.3957440476190476,0.0
42010,57.27494456762749,0.44809789842929604,0.22838137472283815
43129,40.13612565445026,0.40563994524388014,0.2617801047120419
43202,57.63157894736842,0.4210000720324833,0.17543859649122806
45163,31.0,0.43333333333333335,1.0
45168,77.97826086956522,0.385278703635861,0.08695652173913043
46992,64.29756097560976,0.42289390857416004,0.2975609756097561
47192,67.62899262899263,0.408148815610909,0.22113022113022113
47687,48.97727272727273,0.4313942428073753,0.13636363636363635
49970,61.5462962962963,0.35050010763540085,0.16666666666666666
51830,68.42477876106194,0.3396328317726698,0.1504424778761062
55402,78.5,0.493772095959596,0.5
55706,58.901234567901234,0.39761861250726194,0.2222222222222222
56229,43.333333333333336,0.37078416041994633,0.2222222222222222
62970,63.75483870967742,0.39194403819959106,0.14838709677419354
63948,42.3134328358209,0.3852428445220079,0.2835820895522388
66772,41.8,0.4034853636692881,0.24705882352941178
67934,49.12,0.338979810966811,0.32
69198,66.53846153846153,0.33776747282699665,0.6923076923076923
70482,90.0,0.5014219114219114,0.0
71875,54.298507462686565,0.38326545494346875,0.23880597014925373
72913,66.5909090909091,0.3738032125770679,0.18181818181818182
73125,80.84375,0.40849398836273,0.15625
73431,67.32307692307693,0.398942214555717,0.16923076923076924
